TERM,STUDENT_ID,COURSE,CAMPUS,GRADE
2023FL,bhocwaz,ENGL-1301,SO,B
2023FL,jllaugz,ENGL-1301,SO,CR
2023FL,zcxkvdh,ENGL-1301,CN,A
2023FL,czlxnof,ENGL-1301,NW,W
2023FL,wrmkpya,ENGL-1301,CN,F
2023FL,gdffxrl,ENGL-1301,NE,F
2023FL,tbmivnw,ENGL-1301,SO,C
2023FL,bpwuzod,ENGL-1301,CN,W
2023FL,riwpppv,ENGL-1301,TR,B
2023FL,vtzrfto,ENGL-1301,TR,F
2023FL,wpumhqx,ENGL-1301,NW,W
2023FL,jvgiaib,ENGL-1301,SO,W
2023FL,eqwyhiv,ENGL-1301,NE,A
2023FL,lqfhlhz,ENGL-1301,NW,C
2023FL,lnbfcbr,ENGL-1301,CN,D
2023FL,sxsgliv,ENGL-1301,SE,A
2023FL,xilddeq,ENGL-1301,TR,W
2023FL,avqbvye,ENGL-1301,SE,W
2023FL,dubslrr,ENGL-1301,CN,A
2023FL,urdwafs,ENGL-1301,CN,D
2023FL,ehdttfg,ENGL-1301,SO,A
2023FL,knelnla,ENGL-1301,NE,CR
2023FL,dmeykdv,ENGL-1301,CN,CR
2023FL,jfputce,ENGL-1301,CN,W
2023FL,rxinoos,ENGL-1301,SE,CR
2023FL,klnmlds,ENGL-1301,NE,D
2023FL,suprion,ENGL-1301,SO,A
2023FL,knjflco,ENGL-1301,TR,C
2023FL,sgauppg,ENGL-1301,SO,CR
2023FL,xfmtasy,ENGL-1301,CN,D
2023FL,vkoydje,ENGL-1301,SO,C
2023FL,ocipbbe,ENGL-1301,CN,CR
2023FL,jglamtd,ENGL-1301,SE,B
2023FL,uasjhrk,ENGL-1301,TR,A
2023FL,eftsavq,ENGL-1301,NW,B
2023FL,heewlxg,ENGL-1301,NE,C
2023FL,yqfulmf,ENGL-1301,TR,W
2023FL,xykhrus,ENGL-1301,NW,B
2023FL,yjveimu,ENGL-1301,NE,W
2023FL,uqaicqk,ENGL-1301,TR,F
2023FL,hnxixzy,ENGL-1301,NE,A
2023FL,ozfuhdu,ENGL-1301,SO,W
2023FL,ubjqfuu,ENGL-1301,SE,F
2023FL,wqxdwbv,ENGL-1301,SO,W
2023FL,edqctwp,ENGL-1301,SE,F
2023FL,sckcjis,ENGL-1301,TR,A
2023FL,teeylfo,ENGL-1301,TR,W
2023FL,pvoqmhg,ENGL-1301,TR,W
2023FL,acjaiok,ENGL-1301,NE,A
2023FL,odzqopm,ENGL-1301,NE,F
2023FL,ajphzpp,ENGL-1301,SE,F
2023FL,nrynada,ENGL-1301,TR,CR
2023FL,jpzclpo,ENGL-1301,TR,A
2023FL,xsdacht,ENGL-1301,TR,C
2023FL,wdldljy,ENGL-1301,NW,A
2023FL,gxwtskh,ENGL-1301,CN,CR
2023FL,oncejcq,ENGL-1301,NE,A
2023FL,rtigatq,ENGL-1301,SE,B
2023FL,zkhyjbv,ENGL-1301,SO,A
2023FL,tedkplt,ENGL-1301,SO,W
2023FL,kwxuvnc,ENGL-1301,SE,D
2023FL,vytdbro,ENGL-1301,SO,A
2023FL,mtrtvld,ENGL-1301,CN,A
2023FL,hziqmax,ENGL-1301,TR,C
2023FL,vcuktoo,ENGL-1301,SO,F
2023FL,vwavbwm,ENGL-1301,SE,D
2023FL,rxfktlf,ENGL-1301,SE,A
2023FL,mtfxmds,ENGL-1301,CN,F
2023FL,jlrrdgh,ENGL-1301,TR,B
2023FL,ywvgmjn,ENGL-1301,CN,A
2023FL,jkxwjfx,ENGL-1301,SE,W
2023FL,uwtyvxe,ENGL-1301,NW,D
2023FL,cblhtav,ENGL-1301,NW,CR
2023FL,wenpbju,ENGL-1301,CN,B
2023FL,apxgxto,ENGL-1301,CN,F
2023FL,jdskjnu,ENGL-1301,CN,B
2023FL,siacbza,ENGL-1301,TR,W
2023FL,aaxlvbz,ENGL-1301,CN,CR
2023FL,uimysxp,ENGL-1301,SE,F
2023FL,rrlnjkv,ENGL-1301,CN,CR
2023FL,qxzsdnk,ENGL-1301,NW,W
2023FL,fjzkoak,ENGL-1301,NE,W
2023FL,matmwft,ENGL-1301,SO,W
2023FL,otjfvtp,ENGL-1301,SO,C
2023FL,gncznvx,ENGL-1301,NW,W
2023FL,dwiwfha,ENGL-1301,SO,A
2023FL,zcaxfpm,ENGL-1301,SO,F
2023FL,fhijcwm,ENGL-1301,CN,A
2023FL,tybcikr,ENGL-1301,SO,W
2023FL,wjuuypc,ENGL-1301,NE,B
2023FL,bcmbugw,ENGL-1301,SE,W
2023FL,amvyvrm,ENGL-1301,SE,F
2023FL,ibvwbyz,ENGL-1301,CN,F
2023FL,myozbdi,ENGL-1301,NW,F
2023FL,lrhdwop,ENGL-1301,NE,C
2023FL,qmzgdsx,ENGL-1301,TR,F
2023FL,ytswxzt,ENGL-1301,SE,CR
2023FL,fqnhyti,ENGL-1301,NE,A
2023FL,awmtrwf,ENGL-1301,CN,C
2023FL,sohkzlq,ENGL-1301,SO,A
2023FL,kxpcgps,ENGL-1301,CN,B
2023FL,ieuxmdt,ENGL-1301,TR,CR
2023FL,ehicdqt,ENGL-1301,NE,D
2023FL,qggmsva,ENGL-1301,SE,A
2023FL,rkalxqy,ENGL-1301,TR,F
2023FL,wtwkglc,ENGL-1301,TR,C
2023FL,szblfvd,ENGL-1301,NE,A
2023FL,uzbsfor,ENGL-1301,NW,A
2023FL,mrsrenu,ENGL-1301,NW,CR
2023FL,wrpmfrc,ENGL-1301,CN,F
2023FL,ihciztb,ENGL-1301,NE,A
2023FL,fdmwymh,ENGL-1301,NE,A
2023FL,wsinllt,ENGL-1301,CN,CR
2023FL,fwvqqrm,ENGL-1301,NE,F
2023FL,liphgkh,ENGL-1301,TR,F
2023FL,hnrwpvu,ENGL-1301,NW,A
2023FL,mqdmetw,ENGL-1301,TR,W
2023FL,pawwqyz,ENGL-1301,NE,F
2023FL,bybissp,ENGL-1301,NE,W
2023FL,vbgbhdp,ENGL-1301,SE,C
2023FL,dngdzvg,ENGL-1301,TR,B
2023FL,qyprtlx,ENGL-1301,TR,A
2023FL,emqzklp,ENGL-1301,TR,D
2023FL,qyhlott,ENGL-1301,TR,C
2023FL,yqdscoy,ENGL-1301,CN,F
2023FL,fgezhig,ENGL-1301,SO,A
2023FL,mnyxosh,ENGL-1301,CN,B
2023FL,alxingn,ENGL-1301,SE,F
2023FL,smczqeo,ENGL-1301,NW,B
2023FL,dwjiazy,ENGL-1301,TR,C
2023FL,eswnggf,ENGL-1301,NE,F
2023FL,dmzxama,ENGL-1301,SO,W
2023FL,refoguf,ENGL-1301,NE,W
2023FL,ucjidjs,ENGL-1301,TR,A
2023FL,ifgemdz,ENGL-1301,CN,F
2023FL,fzhdiar,ENGL-1301,NW,C
2023FL,zrtsgbe,ENGL-1301,NE,C
2023FL,tqfrzsm,ENGL-1301,SO,B
2023FL,wfnzcro,ENGL-1301,TR,D
2023FL,ikkmszn,ENGL-1301,SE,C
2023FL,musyndq,ENGL-1301,NW,C
2023FL,uqlkhcp,ENGL-1301,SO,W
2023FL,ebefuwl,ENGL-1301,NE,W
2023FL,moqtazz,ENGL-1301,SE,F
2023FL,mlcrdfl,ENGL-1301,NW,F
2023FL,wrmlmcn,ENGL-1301,TR,W
2023FL,psfqjmz,ENGL-1301,NW,B
2023FL,omkbqzz,ENGL-1301,TR,CR
2023FL,zumenod,ENGL-1301,SO,W
2023FL,ertwult,ENGL-1301,NE,A
2023FL,kvrufqo,ENGL-1301,CN,F
2023FL,fxormoc,ENGL-1301,NE,C
2023FL,fzidnbn,ENGL-1301,NE,B
2023FL,kzegnkg,ENGL-1301,SO,CR
2023FL,ubzbapt,ENGL-1301,NE,F
2023FL,jmipjoo,ENGL-1301,NW,B
2023FL,lsxzysr,ENGL-1301,SE,A
2023FL,geykgru,ENGL-1301,CN,D
2023FL,uutqjhb,ENGL-1301,NW,F
2023FL,owpasgn,ENGL-1301,SE,F
2023FL,kszdfdq,ENGL-1301,NE,D
2023FL,xmpaoye,ENGL-1301,SE,A
2023FL,tsogtec,ENGL-1301,NE,B
2023FL,sphvhec,ENGL-1301,SO,C
2023FL,qrmhwbp,ENGL-1301,TR,B
2023FL,zxloday,ENGL-1301,SE,CR
2023FL,hxwwkax,ENGL-1301,SO,B
2023FL,tnfvwim,ENGL-1301,SE,W
2023FL,bmhzwmi,ENGL-1301,NE,C
2023FL,fxrxiiq,ENGL-1301,SE,B
2023FL,xmkdjpj,ENGL-1301,CN,W
2023FL,bhxxxhn,ENGL-1301,NE,W
2023FL,pgkqycm,ENGL-1301,NE,D
2023FL,powiuhe,ENGL-1301,NE,W
2023FL,uzjzsoy,ENGL-1301,SE,F
2023FL,djakdvu,ENGL-1301,SE,W
2023FL,wwkfdkt,ENGL-1301,NW,A
2023FL,tbcqgfm,ENGL-1301,SE,F
2023FL,bduevtr,ENGL-1301,CN,F
2023FL,vbzqydp,ENGL-1301,SO,D
2023FL,aelsdnf,ENGL-1301,NE,C
2023FL,osyueui,ENGL-1301,SO,D
2023FL,tiintym,ENGL-1301,CN,D
2023FL,qhyrzqh,ENGL-1301,SE,C
2023FL,zovuauv,ENGL-1301,NE,B
2023FL,dfahizs,ENGL-1301,SE,CR
2023FL,pilgvij,ENGL-1301,TR,B
2023FL,mogdhtw,ENGL-1301,SE,CR
2023FL,jbpcycm,ENGL-1301,SE,W
2023FL,pblqiio,ENGL-1301,SE,W
2023FL,acolelg,ENGL-1301,CN,F
2023FL,ncnzole,ENGL-1301,CN,F
2023FL,uxjywzj,ENGL-1301,TR,A
2023FL,fapagij,ENGL-1301,NE,D
2023FL,urfalom,ENGL-1301,CN,D
2023FL,znrakwv,ENGL-1301,NW,A
2023FL,oenmjjf,ENGL-1301,CN,F
2023FL,lysphss,ENGL-1301,SE,CR
2023FL,honoiyz,ENGL-1301,CN,D
2023FL,pjwomki,ENGL-1301,TR,CR
2023FL,mjjqtbv,ENGL-1301,SE,F
2023FL,vrgnxjp,ENGL-1301,SE,C
2023FL,gpgqcbp,ENGL-1301,CN,F
2023FL,hrvyzdj,ENGL-1301,NW,CR
2023FL,zrtawri,ENGL-1301,NE,D
2023FL,jnbsvrk,ENGL-1301,SE,F
2023FL,qabaxhn,ENGL-1301,TR,W
2023FL,oxxlvhd,ENGL-1301,NE,CR
2023FL,yfupcbn,ENGL-1301,SO,W
2023FL,zbsmbgx,ENGL-1301,SO,F
2023FL,zczynlg,ENGL-1301,CN,D
2023FL,jsgsdko,ENGL-1301,NE,B
2023FL,brhinxl,ENGL-1301,NW,A
2023FL,jyiooxl,ENGL-1301,CN,D
2023FL,qifexqg,ENGL-1301,NW,D
2023FL,pdyidyv,ENGL-1301,SE,B
2023FL,ccornpo,ENGL-1301,SO,F
2023FL,vbzchol,ENGL-1301,CN,C
2023FL,abtepuo,ENGL-1301,TR,W
2023FL,acibqbi,ENGL-1301,CN,W
2023FL,uopawkw,ENGL-1301,CN,D
2023FL,jnhyuim,ENGL-1301,CN,B
2023FL,qclwwth,ENGL-1301,CN,A
2023FL,rkzrtis,ENGL-1301,SE,F
2023FL,lsajkwy,ENGL-1301,SO,CR
2023FL,lizpina,ENGL-1301,NE,D
2023FL,azosqzw,ENGL-1301,SE,C
2023FL,fegdphf,ENGL-1301,TR,B
2023FL,loyapid,ENGL-1301,TR,A
2023FL,vnxcyeq,ENGL-1301,NW,B
2023FL,dicanvy,ENGL-1301,SO,W
2023FL,djujybu,ENGL-1301,TR,C
2023FL,vtbgisx,ENGL-1301,TR,W
2023FL,fqsbjqu,ENGL-1301,CN,A
2023FL,umgrbqh,ENGL-1301,SO,B
2023FL,ucvgzqd,ENGL-1301,NE,F
2023FL,ssrxjag,ENGL-1301,SO,CR
2023FL,jacyaai,ENGL-1301,TR,D
2023FL,xdplvok,ENGL-1301,NW,CR
2023FL,fetnmor,ENGL-1301,SE,A
2023FL,hoodzrj,ENGL-1301,NE,B
2023FL,xazxvwx,ENGL-1301,NE,A
2023FL,cykbqpk,ENGL-1301,NE,CR
2023FL,bpiafre,ENGL-1301,SE,B
2023FL,uoojvlk,ENGL-1301,NW,B
2023FL,mmhspfr,ENGL-1301,TR,B
2023FL,vsbizql,ENGL-1301,SE,D
2023FL,uqfwnzx,ENGL-1301,SE,A
2023FL,vkrjmqx,ENGL-1301,NE,D
2023FL,kxdpacx,ENGL-1301,NW,D
2023FL,niavhim,ENGL-1301,CN,F
2023FL,sihgelq,ENGL-1301,SE,D
2023FL,xpodqth,ENGL-1301,SE,CR
2023FL,ojezdcz,ENGL-1301,NW,C
2023FL,uuusezb,ENGL-1301,NE,A
2023FL,ganagjj,ENGL-1301,NW,CR
2023FL,fcmecal,ENGL-1301,TR,F
2023FL,ydnxtbq,ENGL-1301,NE,C
2023FL,tnldzor,ENGL-1301,CN,C
2023FL,helknmn,ENGL-1301,NE,F
2023FL,rzbgrei,ENGL-1301,CN,D
2023FL,iggcuoi,ENGL-1301,SE,CR
2023FL,hxptzyh,ENGL-1301,NW,B
2023FL,wsdkvof,ENGL-1301,CN,D
2023FL,fldfzlu,ENGL-1301,NW,F
2023FL,pfkwqhh,ENGL-1301,NW,W
2023FL,cqqaqmo,ENGL-1301,SO,CR
2023FL,yyybyru,ENGL-1301,TR,D
2023FL,wfpgpca,ENGL-1301,SE,W
2023FL,biljlnc,ENGL-1301,SE,B
2023FL,lniypkf,ENGL-1301,SE,A
2023FL,vazelng,ENGL-1301,CN,C
2023FL,btkvqsh,ENGL-1301,SE,B
2023FL,swlesnf,ENGL-1301,NE,C
2023FL,yrwmecu,ENGL-1301,CN,C
2023FL,hwfkjds,ENGL-1301,SE,A
2023FL,aapmmib,ENGL-1301,NW,CR
2023FL,gtulfln,ENGL-1301,SE,C
2023FL,tumlzec,ENGL-1301,TR,A
2023FL,tcjgqch,ENGL-1301,SE,A
2023FL,brlttkm,ENGL-1301,TR,W
2023FL,nzvdnwp,ENGL-1301,CN,A
2023FL,gqekyph,ENGL-1301,NE,CR
2023FL,svrzlrr,ENGL-1301,SO,CR
2023FL,fzddgnr,ENGL-1301,TR,F
2023FL,xunozvy,ENGL-1301,CN,CR
2023FL,fstpywx,ENGL-1301,TR,D
2023FL,wrwzyaa,ENGL-1301,TR,CR
2023FL,tlkomky,ENGL-1301,TR,D
2023FL,hbbfuia,ENGL-1301,NE,D
2023FL,dlufugh,ENGL-1301,SO,A
2023FL,pppptop,ENGL-1301,SO,B
2023FL,dvsgteh,ENGL-1301,CN,B
2023FL,uocngcb,ENGL-1301,TR,CR
2023FL,axhhgqb,ENGL-1301,TR,W
2023FL,wigqgpq,ENGL-1301,SE,B
2023FL,zcdevpj,ENGL-1301,SE,A
2023FL,ouzvyxj,ENGL-1301,NW,W
2023FL,kgblzzn,ENGL-1301,SE,F
2023FL,szzycqh,ENGL-1301,SO,F
2023FL,wiclesx,ENGL-1301,SE,B
2023FL,dviimmi,ENGL-1301,NW,A
2023FL,cncaixe,ENGL-1301,TR,C
2023FL,nskeldv,ENGL-1301,TR,C
2023FL,xgplyyz,ENGL-1301,TR,F
2023FL,dxzvmqb,ENGL-1301,NE,CR
2023FL,zrissfp,ENGL-1301,NW,A
2023FL,iteeoyv,ENGL-1301,TR,F
2023FL,mtvlzpz,ENGL-1301,CN,CR
2023FL,oxfjtwy,ENGL-1301,TR,W
2023FL,ipgolip,ENGL-1301,SE,B
2023FL,zotigfu,ENGL-1301,CN,F
2023FL,ltvmaim,ENGL-1301,SO,C
2023FL,ghmznla,ENGL-1301,SO,W
2023FL,vjvedgx,ENGL-1301,SO,D
2023FL,fyiahie,ENGL-1301,CN,F
2023FL,cgrjyez,ENGL-1301,SE,C
2023FL,puogcbl,ENGL-1301,CN,A
2023FL,gxqwpbu,ENGL-1301,SO,C
2023FL,dtrlctc,ENGL-1301,NE,W
2023FL,ewyjpve,ENGL-1301,NE,D
2023FL,uscyaov,ENGL-1301,NW,D
2023FL,buybnnp,ENGL-1301,NE,C
2023FL,jnxrugw,ENGL-1301,NE,F
2023FL,reczcgu,ENGL-1301,SE,C
2023FL,rsmintd,ENGL-1301,SO,C
2023FL,lxisykl,ENGL-1301,NW,B
2023FL,cttahyi,ENGL-1301,NW,B
2023FL,vzxowtv,ENGL-1301,SE,CR
2023FL,mguayes,ENGL-1301,SO,C
2023FL,uckgsde,ENGL-1301,SO,F
2023FL,wfjoseq,ENGL-1301,NW,CR
2023FL,vsruipx,ENGL-1301,CN,CR
2023FL,hifsugm,ENGL-1301,CN,CR
2023FL,alderrk,ENGL-1301,SE,W
2023FL,dtihgfu,ENGL-1301,CN,W
2023FL,jaijfel,ENGL-1301,NE,F
2023FL,yfzfyic,ENGL-1301,NW,W
2023FL,fqrcqsy,ENGL-1301,NE,W
2023FL,yccindn,ENGL-1301,SE,F
2023FL,swapcbc,ENGL-1301,TR,C
2023FL,kuoifse,ENGL-1301,CN,B
2023FL,noiokmy,ENGL-1301,SE,B
2023FL,kmrnjwy,ENGL-1301,CN,C
2023FL,vndgdde,ENGL-1301,SO,CR
2023FL,xhxtufy,ENGL-1301,NE,A
2023FL,tkgxszb,ENGL-1301,CN,C
2023FL,uzxrwwq,ENGL-1301,TR,C
2023FL,ftphvdk,ENGL-1301,SO,A
2023FL,jtpzioa,ENGL-1301,CN,F
2023FL,lmbvtzf,ENGL-1301,SE,F
2023FL,ycomumm,ENGL-1301,SE,F
2023FL,xinsjbs,ENGL-1301,SE,A
2023FL,mbsctjl,ENGL-1301,SO,W
2023FL,umxunib,ENGL-1301,TR,B
2023FL,pifpasv,ENGL-1301,SO,C
2023FL,aiqrdsu,ENGL-1301,NW,CR
2023FL,iarbnyy,ENGL-1301,SE,B
2023FL,qhcsyux,ENGL-1301,TR,D
2023FL,lbqvaza,ENGL-1301,NE,CR
2023FL,rhvlhke,ENGL-1301,NW,CR
2023FL,keeahsn,ENGL-1301,CN,D
2023FL,yjpygcf,ENGL-1301,SE,A
2023FL,nnhmmha,ENGL-1301,TR,D
2023FL,rgtcznz,ENGL-1301,SO,D
2023FL,bctlhvr,ENGL-1301,NW,W
2023FL,liewaqx,ENGL-1301,NW,C
2023FL,ltmbwjg,ENGL-1301,NE,A
2023FL,uaftdxs,ENGL-1301,CN,A
2023FL,xuzjgjv,ENGL-1301,NW,B
2023FL,iznqxpm,ENGL-1301,NE,A
2023FL,txeubkf,ENGL-1301,NW,C
2023FL,opawzan,ENGL-1301,SE,A
2023FL,awbssrj,ENGL-1301,TR,B
2023FL,yndvpmw,ENGL-1301,TR,D
2023FL,kvtwiqr,ENGL-1301,SO,D
2023FL,pnsdntn,ENGL-1301,SE,CR
2023FL,vxhkwpm,ENGL-1301,SE,W
2023FL,egjrspr,ENGL-1301,SO,W
2023FL,dodhgkg,ENGL-1301,NE,C
2023FL,hgrhtmk,ENGL-1301,SO,B
2023FL,kybcewh,ENGL-1301,SE,F
2023FL,wqikufn,ENGL-1301,NE,B
2023FL,ygnsiwu,ENGL-1301,CN,W
2023FL,yraadso,ENGL-1301,SO,W
2023FL,lkgzvus,ENGL-1301,NW,W
2023FL,nyuruhn,ENGL-1301,NW,B
2023FL,behblkk,ENGL-1301,TR,B
2023FL,racmzyq,ENGL-1301,NW,B
2023FL,oneiqpr,ENGL-1301,TR,CR
2023FL,tjcpmhp,ENGL-1301,TR,F
2023FL,zmicpge,ENGL-1301,SE,F
2023FL,sdliqei,ENGL-1301,CN,W
2023FL,duhmdne,ENGL-1301,CN,C
2023FL,rsauyuv,ENGL-1301,SO,F
2023FL,grwpypu,ENGL-1301,SO,CR
2023FL,znvfwps,ENGL-1301,SO,B
2023FL,mtfjrej,ENGL-1301,SE,F
2023FL,tlnqthl,ENGL-1301,CN,A
2023FL,cqjrwpj,ENGL-1301,SE,D
2023FL,vcoreyi,ENGL-1301,NW,A
2023FL,colntnu,ENGL-1301,CN,B
2023FL,rdkmfjw,ENGL-1301,NW,F
2023FL,hspwdyp,ENGL-1301,TR,W
2023FL,ffympwy,ENGL-1301,NE,F
2023FL,lxykhit,ENGL-1301,SO,W
2023FL,ttgspys,ENGL-1301,TR,CR
2023FL,cvhhjjn,ENGL-1301,TR,A
2023FL,rpladmn,ENGL-1301,NE,D
2023FL,rxaduay,ENGL-1301,CN,B
2023FL,bmaoupv,ENGL-1301,NE,CR
2023FL,anfoxzy,ENGL-1301,SO,A
2023FL,ipjuhop,ENGL-1301,NE,CR
2023FL,otalfcz,ENGL-1301,NW,CR
2023FL,ssibdpm,ENGL-1301,SE,B
2023FL,hfixmlt,ENGL-1301,SO,A
2023FL,yzsvczj,ENGL-1301,CN,A
2023FL,zhbnspt,ENGL-1301,CN,C
2023FL,npypcdd,ENGL-1301,NE,B
2023FL,huvpqgk,ENGL-1301,NW,D
2023FL,fxctabo,ENGL-1301,NE,D
2023FL,dzqftiy,ENGL-1301,SO,D
2023FL,xjvzftf,ENGL-1301,NE,CR
2023FL,crdrwai,ENGL-1301,NE,CR
2023FL,xefiwlv,ENGL-1301,TR,A
2023FL,ojxexah,ENGL-1301,SO,W
2023FL,kutfesl,ENGL-1301,SE,CR
2023FL,onsbobk,ENGL-1301,CN,CR
2023FL,lbadsqe,ENGL-1301,SE,W
2023FL,toxmbyd,ENGL-1301,NE,F
2023FL,nujqzxs,ENGL-1301,TR,A
2023FL,fmknywq,ENGL-1301,TR,D
2023FL,pmipjin,ENGL-1301,CN,D
2023FL,mzhawth,ENGL-1301,SO,W
2023FL,eddtmhj,ENGL-1301,NE,CR
2023FL,mbikrka,ENGL-1301,SO,A
2023FL,noknyva,ENGL-1301,NW,A
2023FL,evgegry,ENGL-1301,TR,W
2023FL,wjesggd,ENGL-1301,SO,A
2023FL,wnnvrmv,ENGL-1301,CN,C
2023FL,hvexwqy,ENGL-1301,CN,B
2023FL,iwkqxsw,ENGL-1301,CN,A
2023FL,rjxnjwh,ENGL-1301,SE,F
2023FL,oodhdcp,ENGL-1301,SE,C
2023FL,ustvtzg,ENGL-1301,SE,B
2023FL,uxqgeaa,ENGL-1301,CN,CR
2023FL,vlizplb,ENGL-1301,CN,B
2023FL,suiufbg,ENGL-1301,SO,W
2023FL,reldfbi,ENGL-1301,CN,C
2023FL,ymigojh,ENGL-1301,CN,B
2023FL,vstgeea,ENGL-1301,SE,B
2023FL,qgovrjn,ENGL-1301,SE,CR
2023FL,bbdvorm,ENGL-1301,SE,A
2023FL,nhjgdcm,ENGL-1301,SE,W
2023FL,yvfleuc,ENGL-1301,NE,A
2023FL,khhsdjw,ENGL-1301,NE,C
2023FL,fgulhiv,ENGL-1301,SE,F
2023FL,wehkghb,ENGL-1301,TR,C
2023FL,ilrurme,ENGL-1301,NW,W
2023FL,cszmkdv,ENGL-1301,TR,B
2023FL,wnahlrt,ENGL-1301,SE,F
2023FL,ejvqhao,ENGL-1301,TR,W
2023FL,tivzfcm,ENGL-1301,TR,F
2023FL,mcfubvi,ENGL-1301,TR,C
2023FL,idzplap,ENGL-1301,NE,C
2023FL,ooqbrup,ENGL-1301,SO,CR
2023FL,knycwwq,ENGL-1301,NW,C
2023FL,ckiqypl,ENGL-1301,TR,A
2023FL,epwnvfy,ENGL-1301,NE,F
2023FL,ylwgwqp,ENGL-1301,NE,A
2023FL,ssqqimg,ENGL-1301,SO,F
2023FL,jltsvts,ENGL-1301,TR,C
2023FL,xcxzxmb,ENGL-1301,TR,CR
2023FL,hojdhxw,ENGL-1301,CN,B
2023FL,iwmpxgw,ENGL-1301,CN,A
2023FL,yibauxj,ENGL-1301,SO,A
2023FL,jwbauut,ENGL-1301,NW,F
2023FL,ylssfwz,ENGL-1301,CN,W
2023FL,fbrygfe,ENGL-1301,CN,CR
2023FL,jcisflm,ENGL-1301,NW,D
2023FL,gbkbdfy,ENGL-1301,TR,C
2023FL,xfnsqfb,ENGL-1301,NE,CR
2023FL,ubqqxmk,ENGL-1301,SO,C
2023FL,luqoqoi,ENGL-1301,NW,W
2023FL,zifmzjl,ENGL-1301,NE,CR
2023FL,nubsxvq,ENGL-1301,SE,C
2023FL,yjwuolr,ENGL-1301,NE,D
2023FL,vyrkafm,ENGL-1301,SO,B
2023FL,bhlmnhm,ENGL-1301,NE,C
2023FL,bunkvad,ENGL-1301,TR,CR
2023FL,oklfzsb,ENGL-1301,NE,A
2023FL,pgtwsfp,ENGL-1301,NW,F
2023FL,ncotqkv,ENGL-1301,NE,D
2023FL,pwaqhvp,ENGL-1301,TR,W
2023FL,ozyjumi,ENGL-1301,SE,C
2023FL,oulvglj,ENGL-1301,NW,CR
2023FL,isopjxc,ENGL-1301,SE,F
2023FL,myindaz,ENGL-1301,SO,D
2023FL,ojgxmre,ENGL-1301,TR,CR
2023FL,yhxszve,ENGL-1301,TR,A
2023FL,nkoohse,ENGL-1301,SE,F
2023FL,gemaikj,ENGL-1301,NE,D
2023FL,gfxokhz,ENGL-1301,CN,CR
2023FL,lnmquwm,ENGL-1301,SO,CR
2023FL,gnyriok,ENGL-1301,SO,W
2023FL,dimqitk,ENGL-1301,NE,F
2023FL,poxfczu,ENGL-1301,SO,C
2023FL,mgxgnil,ENGL-1301,TR,D
2023FL,jjifwqu,ENGL-1301,SE,A
2023FL,hpmhcqb,ENGL-1301,NW,D
2023FL,dhazbse,ENGL-1301,SE,C
2023FL,afqnvln,ENGL-1301,CN,CR
2023FL,repzjrq,ENGL-1301,NW,A
2023FL,lspogzy,ENGL-1301,NW,C
2023FL,igexwzj,ENGL-1301,SO,C
2023FL,rzjngyj,ENGL-1301,TR,C
2023FL,fazgqjz,ENGL-1301,SO,B
2023FL,xrvvpto,ENGL-1301,TR,A
2023FL,tskkanr,ENGL-1301,TR,B
2023FL,vduyowm,ENGL-1301,TR,D
2023FL,oaaypuu,ENGL-1301,NE,C
2023FL,tgxriyt,ENGL-1301,SE,B
2023FL,zihoqgh,ENGL-1301,NE,B
2023FL,pllpeqb,ENGL-1301,SE,D
2023FL,xbkwzyd,ENGL-1301,NE,A
2023FL,ojpkuis,ENGL-1301,CN,W
2023FL,nhdlnml,ENGL-1301,SE,A
2023FL,oiyfebt,ENGL-1301,TR,W
2023FL,ewvnauq,ENGL-1301,SE,D
2023FL,orjptdl,ENGL-1301,TR,W
2023FL,alptrws,ENGL-1301,NE,C
2023FL,mmjsdzz,ENGL-1301,SE,C
2023FL,lkftzut,ENGL-1301,SO,CR
2023FL,cbkvrsg,ENGL-1301,NE,D
2023FL,aazztol,ENGL-1301,NE,A
2023FL,jozxemg,ENGL-1301,CN,CR
2023FL,wrabxyo,ENGL-1301,NW,A
2023FL,qdmkkml,ENGL-1301,TR,B
2023FL,sllqgut,ENGL-1301,NE,W
2023FL,icvfgjj,ENGL-1301,SE,A
2023FL,fewnote,ENGL-1301,NE,B
2023FL,jelncmn,ENGL-1301,CN,A
2023FL,tbnvnjy,ENGL-1301,SE,D
2023FL,uyljysy,ENGL-1301,CN,F
2023FL,yuonfpx,ENGL-1301,SE,W
2023FL,nptitdd,ENGL-1301,SE,F
2023FL,zibglhz,ENGL-1301,NW,C
2023FL,zigulbf,ENGL-1301,NW,A
2023FL,yfmmtod,ENGL-1301,SO,D
2023FL,zvixwhx,ENGL-1301,CN,A
2023FL,irxlbvi,ENGL-1301,NW,A
2023FL,zntskrv,ENGL-1301,TR,W
2023FL,oawzmjk,ENGL-1301,NE,D
2023FL,npjgzmq,ENGL-1301,SO,F
2023FL,gfdaejx,ENGL-1301,SO,B
2023FL,qypfnlk,ENGL-1301,CN,CR
2023FL,zmitbga,ENGL-1301,SE,F
2023FL,rkpznny,ENGL-1301,SO,C
2023FL,lwlczby,ENGL-1301,SO,A
2023FL,miwslgn,ENGL-1301,NE,A
2023FL,ftlvowy,ENGL-1301,TR,CR
2023FL,ljfbwto,ENGL-1301,CN,W
2023FL,qhsswqb,ENGL-1301,NW,F
